cultivar_id,fruit_group,species_slug,cultivar_name,species_scientific,type_label,description_text,synonyms,availability_text,held_in_nfc,images,source_url,source_licence,nfc_id,acc4,flower_10pct_mmdd,flower_full_mmdd,petal_fall_90pct_mmdd,picking_window_text,bloom_week,bloom_band,harvest_band,self_fertile,triploid,pollination_notes,disease_scab,disease_mildew,disease_fire_blight,wet_climate_suitability,drought_suitability,enrichment_sources,trait_size,trait_shape,trait_ribbing,trait_crown,trait_ground_colour,trait_over_colour_amount,trait_over_colour,trait_over_colour_pattern,trait_russet,trait_crunch,trait_flesh_colour,trait_height,trait_width,trait_firmness,trait_skin_colour,trait_juice_colour,trait_weight,trait_stone,trait_flavour,trait_veining,trait_hairiness,trait_bristles
apricot-harcot,apricot,fruit-apricot,Harcot,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-harglow,apricot,fruit-apricot,Harglow,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-hargrand,apricot,fruit-apricot,Hargrand,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-goldcot,apricot,fruit-apricot,Goldcot,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-katja,apricot,fruit-apricot,Katja,Malus domestica Borkh.,Dessert,"Raised in 1947 at Balsgard Fruit Breeding Institute, Sweden. It was introduced in 1966. Fruits are crisp and juicy with a pleasant flavour.",Katy,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=3152&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),3152.0,,05-12,05-21,,Early September,21.0,,,,,,,,,,,,medium,Globose conical,weak-medium,weak,Whitish yellow,medium-high,Red,striped/solid flush,low,,Cream,,,firm,,,,,,,,
apricot-early-orange,apricot,fruit-apricot,Early Orange,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-hungarian-best,apricot,fruit-apricot,Hungarian Best,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-isabelle-luizet,apricot,fruit-apricot,Isabelle Luizet,Malus domestica Borkh.,,"Availability Not currently held in the National Fruit Collection. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",,"Not currently held in the National Fruit Collection. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=2947&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-paviot,apricot,fruit-apricot,Paviot,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apricot-tardif-de-valence,apricot,fruit-apricot,Tardif de Valence,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackcurrant-ben-sarek,blackcurrant,fruit-blackcurrant,Ben Sarek,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1979 - 082 cancel Accession name Ben Sarek Berry Shape Round/Oval 1 Strig Length 45.76 mm 1 Skin Thickness Thin 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.80 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos",,"Not currently held in the National Fruit Collection. Accession No. 1979 - 082 cancel Accession name Ben Sarek Berry Shape Round/Oval 1 Strig Length 45.76 mm 1 Skin Thickness Thin 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.80 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8419&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
blackcurrant-ben-connan,blackcurrant,fruit-blackcurrant,Ben Connan,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 2004 - 016 cancel Accession name Ben Connan (P10/18/116) Berry Shape Round/Oval 1 Strig Length 50.50 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.50 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not",,"Not currently held in the National Fruit Collection. Accession No. 2004 - 016 cancel Accession name Ben Connan (P10/18/116) Berry Shape Round/Oval 1 Strig Length 50.50 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.50 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8414&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
blackcurrant-ben-lomond,blackcurrant,fruit-blackcurrant,Ben Lomond,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1974 - 009 cancel Accession name Ben Lomond Berry Shape Round/Flat-round 1 Strig Length 49.62 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.70 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not",,"Not currently held in the National Fruit Collection. Accession No. 1974 - 009 cancel Accession name Ben Lomond Berry Shape Round/Flat-round 1 Strig Length 49.62 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.70 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8415&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-ben-hope,blackcurrant,fruit-blackcurrant,Ben Hope,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 2001 - 020 cancel Accession name Ben Hope Berry Shape Round/Flat-round 1 Strig Length 63.02 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.20 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not i",,"Not currently held in the National Fruit Collection. Accession No. 2001 - 020 cancel Accession name Ben Hope Berry Shape Round/Flat-round 1 Strig Length 63.02 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.20 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8564&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-ben-tirran,blackcurrant,fruit-blackcurrant,Ben Tirran,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1978 - 081 cancel Accession name Ben Tirran Berry Shape Round 1 Strig Length 52.68 mm 1 Skin Thickness Intermediate 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.50 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not inc",,"Not currently held in the National Fruit Collection. Accession No. 1978 - 081 cancel Accession name Ben Tirran Berry Shape Round 1 Strig Length 52.68 mm 1 Skin Thickness Intermediate 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.50 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8420&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-ben-alder,blackcurrant,fruit-blackcurrant,Ben Alder,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1978 - 071 cancel Accession name Ben Alder Berry Shape Round 1 Strig Length 63.43 mm 1 Skin Thickness Thin 1 Berry Colour Black 1 Flavour Intermediate-sweet 1 Fruits per Strig 6.30 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not includ",,"Not currently held in the National Fruit Collection. Accession No. 1978 - 071 cancel Accession name Ben Alder Berry Shape Round 1 Strig Length 63.43 mm 1 Skin Thickness Thin 1 Berry Colour Black 1 Flavour Intermediate-sweet 1 Fruits per Strig 6.30 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8413&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate-sweet,,,
blackcurrant-ben-nevis,blackcurrant,fruit-blackcurrant,Ben Nevis,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1968 - 187 cancel Accession name Ben Nevis Berry Shape Flat-round 1 Strig Length 60.67 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.80 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not includ",,"Not currently held in the National Fruit Collection. Accession No. 1968 - 187 cancel Accession name Ben Nevis Berry Shape Flat-round 1 Strig Length 60.67 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 4.80 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8418&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-ben-more,blackcurrant,fruit-blackcurrant,Ben More,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1981 - 025 cancel Accession name Ben More Berry Shape Round/Oval 1 Strig Length 55.62 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.90 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not includi",,"Not currently held in the National Fruit Collection. Accession No. 1981 - 025 cancel Accession name Ben More Berry Shape Round/Oval 1 Strig Length 55.62 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.90 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8417&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-titania,blackcurrant,fruit-blackcurrant,Titania,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1983 - 053 cancel Accession name Titania Berry Shape Round 1 Strig Length 38.08 mm 1 Skin Thickness Very thin 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.30 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos)",,"Not currently held in the National Fruit Collection. Accession No. 1983 - 053 cancel Accession name Titania Berry Shape Round 1 Strig Length 38.08 mm 1 Skin Thickness Very thin 1 Berry Colour Black 1 Flavour Acid 1 Fruits per Strig 3.30 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8541&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
blackcurrant-ojebyn,blackcurrant,fruit-blackcurrant,Ojebyn,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1965 - 088 cancel Accession name Ojebyn Berry Shape Round 1 Strig Length 48.01 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 7.10 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logo",,"Not currently held in the National Fruit Collection. Accession No. 1965 - 088 cancel Accession name Ojebyn Berry Shape Round 1 Strig Length 48.01 mm 1 Skin Thickness Thick 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 7.10 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8499&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-big-ben,blackcurrant,fruit-blackcurrant,Big Ben,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackcurrant-tisel,blackcurrant,fruit-blackcurrant,Tisel,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackcurrant-tiben,blackcurrant,fruit-blackcurrant,Tiben,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackcurrant-noir-de-bourgogne,blackcurrant,fruit-blackcurrant,Noir de Bourgogne,Ribes nigrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1970 - 010 cancel Accession name Noir de Bourgogne Berry Shape Round/Flat-round 1 Strig Length 63.06 mm 1 Skin Thickness Intermediate 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.60 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on thi",,"Not currently held in the National Fruit Collection. Accession No. 1970 - 010 cancel Accession name Noir de Bourgogne Berry Shape Round/Flat-round 1 Strig Length 63.06 mm 1 Skin Thickness Intermediate 1 Berry Colour Black 1 Flavour Intermediate 1 Fruits per Strig 5.60 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8497&&fruit=blackcurrant,Open Government Licence (Crown Copyright; excluding logos),8497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,,,
blackcurrant-andega,blackcurrant,fruit-blackcurrant,Andega,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackcurrant-ebony,blackcurrant,fruit-blackcurrant,Ebony,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currant-rovada,currant,fruit-currant,Rovada,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1985 - 072 cancel Accession name Rovada Berry Shape Oblate 1 Strig Length 142.38 mm 1 Skin Thickness Intermediate 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 44.63 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information feat",,"Not currently held in the National Fruit Collection. Accession No. 1985 - 072 cancel Accession name Rovada Berry Shape Oblate 1 Strig Length 142.38 mm 1 Skin Thickness Intermediate 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 44.63 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8646&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
currant-jonkheer-van-tets,currant,fruit-currant,Jonkheer van Tets,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1969 - 058 cancel Accession name Jonkheer Van Tets Berry Shape Oblate/Pyriform 1 Strig Length 90.07 mm 1 Skin Thickness Thin 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 26.21 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the infor",,"Not currently held in the National Fruit Collection. Accession No. 1969 - 058 cancel Accession name Jonkheer Van Tets Berry Shape Oblate/Pyriform 1 Strig Length 90.07 mm 1 Skin Thickness Thin 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 26.21 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8602&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
currant-red-lake,currant,fruit-currant,Red Lake,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1940 - 011 cancel Accession name Red Lake Berry Shape Oblate/Pyriform 1 Strig Length 104.62 mm 1 Skin Thickness Very thin 1 Berry Colour Red 1 Flavour Intemediate 1 Strig Handle Length 25.38 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the i",,"Not currently held in the National Fruit Collection. Accession No. 1940 - 011 cancel Accession name Red Lake Berry Shape Oblate/Pyriform 1 Strig Length 104.62 mm 1 Skin Thickness Very thin 1 Berry Colour Red 1 Flavour Intemediate 1 Strig Handle Length 25.38 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8633&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intemediate,,,
currant-redstart,currant,fruit-currant,Redstart,Malus domestica Borkh.,Dessert,"Originated in about 1950 in an Oxford garden. Fruits have sweet, juicy, softish flesh.",,Material available from the National Fruit Collection. Accession No. 1977 - 068 fingerprint check_circle Accession name Redstart,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=5117&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),5117.0,,05-11,05-20,,Late August,20.0,,,,,,,,,,,,small,,,,,,,,,,,,,soft-medium,,,,,,,,
currant-junifer,currant,fruit-currant,Junifer,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currant-detvan,currant,fruit-currant,Detvan,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currant-tatran,currant,fruit-currant,Tatran,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currant-rolan,currant,fruit-currant,Rolan,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1985 - 071 cancel Accession name Rolan Berry Shape Pyriform 1 Strig Length 94.32 mm 1 Skin Thickness Thick 1 Berry Colour Red 1 Flavour Very acid 1 Strig Handle Length 21.49 1 Seed Visibility Slightly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information feature",,"Not currently held in the National Fruit Collection. Accession No. 1985 - 071 cancel Accession name Rolan Berry Shape Pyriform 1 Strig Length 94.32 mm 1 Skin Thickness Thick 1 Berry Colour Red 1 Flavour Very acid 1 Strig Handle Length 21.49 1 Seed Visibility Slightly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8640&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very acid,,,
